135,373,130,211,248,135
132,435,131,251,205,135
134,397,127,251,199,115
136,403,152,251,209,115
130,397,135,274,216,134
137,397,126,274,222,131
143,394,139,274,199,132
139,390,131,272,196,112
133,398,134,272,213,112
123,387,125,290,217,130
127,382,120,290,239,135
129,406,135,290,204,128
136,374,122,290,198,112
149,371,121,290,202,112
135,385,130,273,205,108
142,385,132,273,212,122
150,383,132,273,179,128
138,364,131,273,178,127
137,361,147,273,227,127
130,374,132,273,227,135
134,368,134,273,222,130
141,348,131,255,212,131
154,342,163,255,222,128
145,345,132,255,233,133
140,353,126,255,219,141
141,391,120,255,206,141
124,376,144,255,221,139
120,377,130,255,221,134
125,380,128,248,243,136
123,380,130,248,215,158
140,382,137,214,208,142
137,379,125,214,204,149
139,335,132,214,211,124
127,331,158,214,221,124
116,341,128,214,180,108
123,332,120,214,181,103
129,318,133,282,180,105
127,317,128,282,188,110
122,331,129,275,183,121
117,349,123,275,192,116
109,343,126,275,194,115
109,349,130,275,201,116
121,342,120,275,201,106
122,334,121,275,193,106
118,317,130,311,185,98
114,314,128,311,204,99
113,308,129,311,182,107
116,310,143,311,169,107
116,308,124,311,168,107
129,300,119,311,202,108
125,307,130,311,187,108
124,300,118,292,186,108
124,300,118,292,193,108
124,308,116,292,198,108
124,292,78,292,199,108
124,296,76,292,203,108
124,294,107,292,268,108
124,288,151,292,289,541
124,288,141,286,267,485
124,291,138,286,266,417
124,293,137,879,260,392
124,294,137,879,277,383
125,300,133,879,278,303
121,303,129,879,281,275
116,321,127,744,274,146
117,329,128,744,276,153
124,346,134,591,324,155
127,378,145,591,345,165
118,396,145,591,352,176
113,365,142,591,333,177
116,362,130,650,306,162
112,353,138,650,278,167
124,339,123,650,284,164
130,339,133,650,310,160
122,341,129,755,314,153
120,350,137,755,291,151
112,351,137,755,295,143
107,348,130,755,279,144
116,367,131,755,263,147
118,390,130,755,275,152
117,370,144,755,282,170
115,366,144,948,288,188
112,352,147,827,282,194
126,337,143,827,267,176
120,339,143,827,294,166
115,336,130,827,284,164
112,338,129,827,288,159
110,342,129,827,291,154
104,350,125,743,263,154
104,358,125,743,271,152
103,346,125,335,268,151
107,348,126,335,275,150
105,337,131,335,289,142
107,331,157,335,276,145
105,341,157,333,285,146
105,346,142,333,297,147
116,352,142,322,293,153
115,338,135,322,273,156
116,329,127,322,275,156
117,311,118,322,309,156
121,312,110,322,315,156
127,328,126,322,281,156
127,341,126,288,284,159
123,343,127,288,262,157
119,354,127,288,263,157
114,353,121,288,252,159
103,359,137,293,256,152
106,368,135,293,256,132
103,361,127,293,256,128
93,364,128,293,265,123
94,355,130,293,266,127
98,343,130,253,274,132
93,338,128,245,265,142
96,344,125,245,268,140
100,328,139,245,268,140
107,333,139,245,271,132
111,321,126,245,266,134
112,317,123,245,268,131
112,329,121,237,295,141
113,329,122,237,307,139
114,325,140,237,293,151
117,331,140,237,303,138
